ID_TRANSAZIONE,ID_CLIENTE,NOME,COGNOME,TELEFONO,EMAIL,INDIRIZZO_RESIDENZA,CITTA_RESIDENZA,NAZIONE_RESIDENZA,RISCHIO_NAZIONE_RESIDENZA,INDIRIZZO_IP,CITTA_LOCALIZZAZIONE,NAZIONE_LOCALIZZAZIONE,RISCHIO_NAZIONE_LOCALIZZAZIONE,N_CARTA_DI_CREDITO,IMPORTO_ORDINE,TIMESTAMP_ORDINE,PRODOTTO,QUANTITA,INDIRIZZO_SPEDIZIONE,CITTA_SPEDIZIONE,NAZIONE_SPEDIZIONE,RISCHIO_NAZIONE_SPEDIZIONE
1107,86,Matthew,Stone,1875551919,hintonbreanna@hodges-brown.com,"5291 Thomas Crossroad Suite 507
Hughesbury, KY 65173",Angelaborough,Liechtenstein,False,179.188.133.204,North Carolfurt,Nigeria,False,1953575521,101,2020-04-15 19:07:31,Ergonomic asynchronous standardization,4,"86922 Black Loop
Caitlyntown, OR 06280",Gordonmouth,Mexico,True
1108,323,Sarah,Williamson,2020868794,hallmeghan@gmail.com,"897 Bryan Pine
East Jeffreyport, CT 09753",Millerfurt,Dominican Republic,False,149.89.209.59,South Tammy,Barbados,True,1534418445,500,2020-03-28 00:07:16,Balanced zero tolerance knowledge user,21,"4654 Keller Village Apt. 699
East Judystad, UT 28583",Parkerberg,Kiribati,True
1109,160,Melissa,Spencer,1406828547,ivalenzuela@williams.org,"2237 Dixon Hollow
Port Elizabethfurt, NC 83986",South Curtis,Argentina,True,176.146.56.171,North Michelle,Australia,True,1477680258,1825,2021-07-10 03:04:33,Open-source interactive focus group,2,"5528 Fuentes Point Suite 351
Deborahshire, PA 98188",Gloverstad,Tuvalu,True
1110,476,Nancy,Hughes,1458327838,cherylboyle@thompson.org,"Unit 5684 Box 4353
DPO AP 82104",New Toniburgh,El Salvador,False,145.215.243.251,Edwardview,Central African Republic,False,1958888540,1671,2021-05-24 21:56:22,Sharable optimal installation,28,"831 Scott Trail Apt. 049
Amytown, VT 97801",New Geraldborough,Barbados,True
1111,127,Shawn,Robinson,1119949862,rowens@yahoo.com,"099 Stacy Junctions Suite 048
Juliefort, NV 80875",Cochranchester,Finland,False,194.121.166.163,North Alexander,Zambia,True,1167902792,1509,2021-08-19 07:49:13,Self-enabling clear-thinking access,9,"44145 Brady Walks Suite 092
East Robin, AR 96791",West Timothyfort,Indonesia,False
1112,246,Cynthia,Thomas,1967569837,edward67@gmail.com,"96772 Johnston Pine
Lake Brendanview, NJ 22740",East Stacy,Belgium,False,193.83.214.84,Jeffreyburgh,Algeria,False,1432762559,254,2021-07-08 14:38:00,Integrated stable firmware,43,"Unit 5727 Box 9514
DPO AE 20316",Alexanderberg,Australia,True
1113,201,Thomas,Clark,1217059915,baileyneil@hotmail.com,"2799 Smith Isle Apt. 333
Mooreton, OK 51336",Rogersmouth,Brazil,False,220.183.58.92,Grantchester,Dominican Republic,False,1917639409,1702,2019-07-12 07:56:10,Expanded optimal attitude,21,"222 Jeffrey Islands Suite 869
West Jacobfurt, HI 53702",Theresaton,Barbados,True
1114,222,Craig,Brady,1973696938,tlarson@anderson-walls.com,"6371 Brown Isle Apt. 221
Darrenfurt, WA 62211",East Kathrynmouth,Finland,False,50.199.189.188,Rodneystad,Sri Lanka,True,1298123480,1251,2020-03-12 17:32:48,Versatile reciprocal workforce,28,"86386 Marc Extensions Suite 563
Garrettshire, CA 73850",West Matthew,Malaysia,True
1115,211,Laura,Serrano,1805235253,angela39@hotmail.com,"PSC 0214, Box 4238
APO AP 86349",Lake Michaelhaven,Morocco,True,205.252.45.96,Lindseyton,British Indian Ocean Territory,True,1423654720,1160,2021-04-25 14:32:49,Cross-group empowering array,22,"867 Lewis Bypass Apt. 850
Rodriguezland, DE 50401",North Pamela,Namibia,False
1116,24,Shawn,Perez,1856792479,clopez@frost.com,"11015 Jimenez Haven Apt. 825
New Nathanburgh, PA 82250",Kimberlyport,Argentina,True,220.27.59.26,Brittanyfurt,Ghana,True,2104405079,1459,2019-10-14 08:38:19,Front-line neutral focus group,16,"49932 Justin Fall
New Ashley, MI 44920",Port William,Yemen,False
1117,365,Diana,Love,1940902243,kgarner@gmail.com,"56038 Jerry Neck
Johnstonbury, MN 40646",Nguyenside,Montenegro,False,139.252.121.6,North George,Uzbekistan,False,1657540295,842,2021-10-31 04:48:52,Customer-focused upward-trending service-desk,37,"4800 Victoria Station
Jacobview, UT 18210",Amandachester,Senegal,False
1118,497,Ashley,Shepard,1518709657,emily44@adkins.com,"1413 Steele Rue
West Andreton, AK 40881",Lake Jacob,Ukraine,False,102.89.194.53,Whitneyton,San Marino,True,2076467191,727,2022-03-24 05:57:59,Optional next generation pricing structure,21,"92928 Joel Knolls Suite 188
Dawnbury, NV 08734",East Marcmouth,New Caledonia,False
1119,27,Jessica,Joseph,1209143628,jamesacevedo@wheeler.com,"277 Moore Roads
Haydenland, MD 99340",Kevinton,Morocco,True,38.126.123.42,Port Timothystad,Antarctica,False,2055971209,671,2021-04-24 17:33:35,User-centric zero tolerance moratorium,7,"071 Davis Place Suite 893
North Lindsey, FL 99587",Hughesbury,Argentina,True
1120,273,Willie,Brandt,1605590252,raymondharrison@hotmail.com,"17469 Debra Summit Suite 938
Lake Laura, MT 96726",Nashtown,Svalbard And Jan Mayen,True,144.131.78.103,Johnfort,Lesotho,True,2032694873,330,2020-11-06 13:07:02,Optional 24hour circuit,32,"37118 Wright Bridge Apt. 469
Lake Kyleville, IA 75902",Lake Christopherberg,New Caledonia,False
1121,341,Tyler,Jones,1400197056,jessicasanchez@yahoo.com,"0406 David Freeway
South Randy, MO 86732",North Gregoryhaven,United Arab Emirates,True,41.251.195.149,West Anthony,Armenia,False,1421861052,1116,2020-06-11 02:25:26,Total systemic benchmark,19,"944 Theresa Groves Apt. 774
Lindaborough, DC 34210",Port Jacob,British Virgin Islands,False
1122,48,Betty,Franklin,1369062936,bryantcharles@gmail.com,"17235 Thomas Terrace
Smithmouth, NV 74704",Gomezland,Cayman Islands,True,42.111.196.120,Amyshire,Malaysia,True,1786775461,1274,2022-03-01 03:20:33,Progressive hybrid conglomeration,3,"825 Jennifer Stream
South Monicamouth, CO 36010",North Tracifort,Kuwait,True
1123,418,Ronald,Brooks,1124129580,nancyblake@case.org,"USNS Scott
FPO AP 95757",West Kelly,Togo,False,35.68.141.90,Vincentfurt,United Kingdom,True,1129238403,1288,2019-11-10 08:49:13,Re-contextualized client-server solution,30,"63936 Diana Oval
North Christophermouth, CT 66872",East Danachester,Kyrgyzstan,False
1124,49,Dana,Hughes,1664537768,nholmes@hotmail.com,"738 Katelyn View
West Michelle, AZ 30903",Port Chasefurt,Hungary,True,36.252.81.26,Smithborough,Antarctica,False,1947421463,751,2020-08-29 05:55:04,Future-proofed zero-defect emulation,29,"170 Jessica Way
Munozfurt, IL 45499",Munozborough,Zambia,True
1125,405,Bryan,Miller,1812247626,lambertdaniel@hotmail.com,"4700 Taylor Estates Apt. 443
Jacquelinechester, OK 52762",West Dawn,Saudi Arabia,False,100.234.236.0,Mariahbury,Bosnia And Herzegovina,False,1841168673,131,2021-01-07 11:28:02,Robust grid-enabled Local Area Network,39,"8852 Reynolds Brooks Suite 638
Port Joditon, NV 94315",North Matthewview,Tokelau,True
1126,133,Michelle,Ochoa,1695598674,caitlin69@rich.org,"4432 Jennifer Burgs Suite 549
Jenniferville, IA 28554",North Brian,Saint Helena,False,165.215.12.65,South Ellentown,El Salvador,False,1589631663,1878,2020-06-20 23:44:41,Profound contextually-based time-frame,12,"23397 Carrie Wall Suite 192
Lake Justin, AR 44917",Stevenhaven,Iran,True
1127,115,Randall,Ramirez,1289594770,hcrawford@gmail.com,"Unit 9616 Box 2799
DPO AA 50216",Josephberg,Norway,False,200.29.249.85,North Sandra,Falkland Islands,True,1615352279,1953,2022-03-15 05:31:40,Advanced exuding secured line,50,"036 Justin Harbor Apt. 310
Annamouth, VA 65758",Garciaville,Macedonia,False
1128,69,Joel,Small,1696113072,emma24@mckee.com,"19265 Rodney Corners
Smithton, VT 95272",Garciaview,Ireland,False,215.131.247.68,Christopherbury,Christmas Island,False,1521800598,251,2020-08-12 16:30:13,Multi-lateral zero tolerance pricing structure,18,"272 Misty Isle
Port Susan, PA 63692",Josephbury,Marshall Islands,True
1129,488,Donald,Richardson,2055787376,lowemichael@brown.com,"90178 James Cliff Apt. 338
Port Kristentown, KY 91526",North Brian,Tanzania,True,12.176.76.131,Carlsonchester,Honduras,True,1209749112,829,2021-08-12 20:58:19,Sharable needs-based forecast,24,"434 Mitchell Light
North Tara, WV 64577",Aliciaburgh,Gambia,True
1130,98,Felicia,Zavala,1864685736,davidwalker@walsh.com,"Unit 8176 Box 6789
DPO AE 40614",Jamesside,Andorra,True,142.132.94.243,Lake Carolville,Mexico,True,1220097827,1120,2020-06-17 07:53:58,Horizontal system-worthy info-mediaries,35,"89391 Howell Stream
West Nathanburgh, DE 15659",Annashire,Eritrea,True
1131,421,Louis,Collins,1709224733,marymiller@gmail.com,"130 Smith Route
Stevenshire, NJ 42133",West Annaside,France,False,121.5.31.226,Jenkinshaven,United Arab Emirates,True,1552457277,817,2019-09-29 02:41:23,Grass-roots encompassing time-frame,2,"22732 Warren Ports Apt. 455
New Laurabury, MS 86405",Jessicatown,Canada,False
1132,196,Tammy,Crawford,1327237992,samuel73@gmail.com,"359 Combs Wall
Juarezport, NV 18464",North Marciaberg,Azerbaijan,False,21.83.181.147,East Jamesside,Swaziland,True,1150680392,1498,2020-06-01 06:01:38,Integrated local open system,45,"845 Thomas Plaza Suite 390
Port David, NM 50348",Lake Danielle,Guyana,True
1133,348,Jennifer,Whitehead,1855739876,qkirk@gmail.com,"Unit 4647 Box 9422
DPO AE 52290",East Timothy,Botswana,False,55.212.154.12,North Christyland,Saint Vincent And The Grenadines,False,1795254824,474,2021-11-09 14:26:50,Advanced well-modulated protocol,30,"3855 Olivia Mission
Elizabethmouth, OR 13390",Derekchester,Brazil,False
1134,285,Jason,Atkinson,2057377818,ismith@richards.info,"010 Tamara Squares Suite 424
Amandaton, AZ 40443",Leeberg,Holy See (Vatican City State),False,176.88.198.77,Angelashire,Albania,True,1973063242,1007,2021-01-12 21:10:33,Extended leadingedge methodology,6,"2899 Ward Valley
Matthewstad, MI 18404",Collinsborough,Mayotte,False
1135,47,Christina,Guzman,2010496278,kristinwhite@yahoo.com,"7452 Winters Locks Suite 030
Port Calebberg, AL 75338",Thomasside,Turkey,False,73.243.202.159,Bellton,Cuba,True,1516560861,1555,2021-12-01 22:53:55,Proactive national access,19,"3815 Russell Terrace
North Nicole, NE 67695",Wrightborough,Palestinian Territory,True
1136,136,Alyssa,Kim,1626408386,justin11@gmail.com,"489 Daniel Wall Suite 123
North Barbaraland, MN 82529",Jonathanton,El Salvador,False,25.177.249.218,Lake Erinland,Bulgaria,False,2100948463,1475,2019-08-17 20:21:27,Synergized optimal superstructure,10,"793 Jane Manor Suite 928
Campbellmouth, NJ 76160",Port Kristieland,Laos,True
1137,124,Miguel,Smith,1225521952,mharmon@hotmail.com,"383 Meadows Court Suite 203
West Dylanchester, TN 39343",Melissaborough,Liberia,False,87.252.180.248,Hunterville,French Polynesia,True,1574995185,748,2021-12-23 19:03:43,Adaptive 24/7 knowledge user,35,"5011 Allen Brooks Apt. 210
Jimmyton, NH 29787",Katherineland,Mauritius,False
1138,407,Marie,Miller,1391409433,byrdanthony@robinson.com,"5893 Martinez Causeway Apt. 682
Penningtonhaven, MT 37116",Donnaview,Bangladesh,False,93.97.217.167,Sarahville,Eritrea,True,1793908984,114,2019-08-28 19:50:50,Operative uniform pricing structure,29,"5631 Yates Pine Suite 508
South David, IN 40307",East Julieshire,Tunisia,False
1139,495,Sandra,Vasquez,1814776932,kathybrown@gmail.com,"296 Harris Street Suite 452
Mccarthyport, IA 62577",Griffinburgh,Zambia,True,178.61.12.249,Port Teresa,Laos,True,1489331150,629,2021-09-24 19:16:28,Quality-focused value-added utilization,19,"09516 Courtney Meadows Apt. 518
Lake Melissaberg, LA 74984",Lake Danielshire,South Georgia And The South Sandwich Islands,True
1140,386,Angela,Barrett,1310747045,sandrasloan@jones-dickerson.net,"74594 Curtis Rest
Frankchester, LA 86165",Port Jamesshire,Niue,True,129.60.106.140,Wesleyside,Gambia,True,1921236901,958,2020-11-26 11:00:13,Polarized fresh-thinking parallelism,47,"7829 Debra Glen
Anthonyland, NE 77973",Samanthaburgh,Czech Republic,False
1141,20,Nichole,Case,1370331371,thomasjoe@jenkins-long.net,"045 Ann Place Apt. 112
North Kristenport, MD 77138",Lanceland,Turks And Caicos Islands,True,54.74.154.113,Jonathonton,Iceland,False,1627535191,603,2020-03-31 17:48:34,Sharable zero-defect data-warehouse,2,"8250 Rivera Way
Lake Valeriefort, HI 29852",North Sharonchester,Suriname,False
1142,343,Nicole,Walton,1123177691,jschneider@gmail.com,"97196 Wallace Extensions
Christopherview, NC 63848",North Jason,Liechtenstein,False,222.96.144.154,East Anthony,Rwanda,True,1468896455,1113,2022-01-05 06:48:11,Implemented 3rdgeneration attitude,2,"1902 Mcmahon Isle Apt. 682
New Angela, CA 25824",Port Benjaminside,Bulgaria,False
1143,410,Wanda,Weaver,1571406513,stevenmathis@zhang.org,"225 Scott Curve
New Leahberg, IA 68426",North Kristineville,Myanmar,True,104.238.71.225,New Jennifer,Cambodia,True,1329021571,1505,2020-07-25 09:07:11,Quality-focused context-sensitive success,27,"246 Ortega Squares
Lake Todd, GA 40108",West Michaelborough,Chile,False
1144,21,Jordan,Evans,1116371791,orichards@hotmail.com,"63370 Henry Parks
East Troy, HI 27872",Lake Davidfort,Austria,True,46.159.244.77,Brownmouth,Anguilla,True,1943981117,439,2021-08-10 14:37:26,Business-focused multi-state framework,33,"1731 James Branch Apt. 351
New Jessicahaven, WI 93089",Kaitlyntown,Poland,True
1145,75,Michelle,Schultz,2106217245,kgarcia@yahoo.com,"2271 Lauren Burg
New Dean, AK 76780",Mccormickborough,Falkland Islands,True,215.180.115.53,Port Lindaburgh,France,False,1565224804,1248,2020-10-07 20:12:56,Persevering explicit installation,25,"35517 Hall Prairie
Lake Keith, IL 42903",Nicholasport,Saint Lucia,True
1146,119,Christopher,Freeman,1394460741,ugreen@cannon-houston.com,"USNS Moore
FPO AA 14650",Fordbury,Morocco,True,197.126.28.100,Josephshire,Saint Pierre And Miquelon,False,1455897043,1102,2020-04-13 00:25:06,Triple-buffered 6thgeneration open system,3,"455 Graham View Apt. 203
Jonathanfurt, MO 46696",Flemingmouth,Afghanistan,False
1147,98,Felicia,Zavala,1864685736,davidwalker@walsh.com,"Unit 8176 Box 6789
DPO AE 40614",Jamesside,Andorra,True,34.112.190.248,Nicholasmouth,Laos,True,2106781022,1952,2019-05-28 16:44:33,Profound background secured line,33,"65414 Travis Well Suite 208
West Martin, MA 97700",North Steveshire,Ecuador,False
1148,447,Mary,Ward,1728902981,hduran@benton.com,"804 Allen Ville Suite 892
New Julie, WI 68494",Lake Sherriburgh,Chad,False,114.140.29.139,Johnmouth,Kosovo,True,1267148311,1932,2021-09-19 14:33:32,Operative object-oriented productivity,15,"912 Samantha Station Suite 734
Chaveztown, OR 68421",Veronicashire,Nepal,False
1149,327,Andrea,Smith,1183507665,heidi82@bush.com,"97028 Zachary Forest
New Sara, NY 35506",New Patriciaville,Venezuela,True,48.0.121.91,South Jamesburgh,Netherlands Antilles,False,1500561029,1560,2022-02-04 19:20:01,Optimized object-oriented system engine,3,"5398 Jerome Gateway Suite 780
Lake Stephanie, TN 99684",Port Michelle,Mexico,True
1150,447,Mary,Ward,1728902981,hduran@benton.com,"804 Allen Ville Suite 892
New Julie, WI 68494",Lake Sherriburgh,Chad,False,61.177.112.8,Kelleymouth,Saint Lucia,True,1126940708,1430,2022-01-15 14:18:01,Phased methodical leverage,4,"6196 David Oval
East Vanessa, NV 12407",Lake Marciaport,Panama,False
1151,205,Michael,Robbins,1981157122,hknapp@gmail.com,"7096 Jenkins Isle
Taylormouth, OK 27941",Mckinneymouth,Palestinian Territory,True,189.246.108.112,West Samueltown,Russian Federation,True,1144894329,1346,2020-11-07 06:38:53,Balanced cohesive hierarchy,36,"10287 Thomas Crossing
Port Chelsea, MI 56851",Andreafurt,Bahrain,True
1152,462,Megan,Jackson,1871845715,rmoore@cochran.org,"Unit 6465 Box 8993
DPO AA 02217",East Jacobbury,Lebanon,True,37.194.82.243,Lancemouth,Bosnia And Herzegovina,False,1176081422,166,2020-09-12 03:25:09,Multi-tiered optimizing frame,48,"USS Rice
FPO AE 38822",New Autumnview,Burundi,False
1153,35,Karen,Gallagher,1649636487,rachelhenderson@medina.com,"015 Samantha Lane Apt. 381
Port Davidland, CO 07882",Carolynhaven,Tunisia,False,187.51.151.107,New Brucemouth,Mauritius,False,1561477624,36,2022-02-02 16:40:05,Optional mission-critical extranet,31,"0335 Angela Garden Suite 856
Gallowayport, AZ 58837",Josephburgh,Cape Verde,True
1154,139,Brianna,Copeland,1746594951,jordanpamela@ortiz-lopez.com,"107 White Vista Apt. 922
Port Alexis, DC 87914",North Dianabury,American Samoa,True,53.97.21.195,Lake Angelahaven,Russian Federation,True,1249274522,1087,2019-06-11 16:01:43,Exclusive asynchronous forecast,12,"95927 Robert Cliff
Port Kenneth, KS 49145",South Dawnstad,Dominican Republic,False
1155,189,Kimberly,Terry,1294942493,melissagarrett@moore.net,"PSC 2096, Box 2093
APO AP 92916",Lake Clinton,Pakistan,False,186.8.169.254,Fordport,Macedonia,False,1535785320,628,2020-12-12 03:27:42,Reverse-engineered coherent emulation,37,"6288 Black Via Apt. 169
South Sharon, SC 96593",North Vanessa,Burkina Faso,False
1156,378,Christopher,Hall,1911191265,belliott@hotmail.com,"5633 Rivas Gateway
Paulberg, KY 35780",West Philip,Mauritania,False,37.204.204.45,South Josephfurt,Anguilla,True,1993972595,1888,2019-12-25 16:28:17,Profound mission-critical service-desk,38,"058 Meadows Court Suite 250
North Kevinfort, LA 91885",Mooremouth,Christmas Island,False
1157,326,Angela,Bell,1666442860,brenda20@hotmail.com,"6623 Mcdaniel Estate
Yolandachester, NV 40886",Cherylfurt,Fiji,False,202.231.196.3,North Isaacport,Pitcairn,False,1910771759,1817,2020-05-30 16:58:24,User-centric intangible monitoring,7,"91298 Johnson Common
Port Wandachester, ND 20263",South Lisa,Mongolia,True
1158,228,Chad,Lynn,1933710214,cheyenne89@yahoo.com,"25008 David Loop
Richardsonshire, HI 79425",Schroederview,Namibia,False,6.98.63.223,Clarkestad,Gibraltar,False,1269094021,852,2021-04-25 22:40:08,Customer-focused bottom-line throughput,19,"55438 Lee Walk Apt. 823
Patriciaton, NM 69859",Colleenshire,Namibia,False
1159,126,Christina,Bowman,1924081030,kristina54@jones.info,"1887 Jessica Mountain Apt. 602
Bishopchester, WI 89704",Kimborough,Liberia,False,79.66.56.211,Webbfurt,Luxembourg,True,1732164158,469,2021-01-22 06:27:38,Profit-focused hybrid knowledge user,50,"93394 Justin Freeway
West Caitlin, GA 25656",South Brianborough,Portugal,False
1160,52,Kyle,Baker,2054913026,brittanyrodriguez@ho.com,"495 Misty Branch Apt. 154
New Ashleytown, NY 36586",Brandifurt,Panama,False,195.12.220.80,South Joshuaburgh,Kyrgyzstan,False,1598497983,305,2020-03-01 11:59:25,Reactive composite secured line,42,"2954 Heidi Knoll
West Scott, NY 52851",Williamsfurt,Kenya,True
1161,447,Mary,Ward,1728902981,hduran@benton.com,"804 Allen Ville Suite 892
New Julie, WI 68494",Lake Sherriburgh,Chad,False,13.249.115.107,Lake Mathew,Kenya,True,1738527907,320,2020-03-13 22:08:28,Cross-platform homogeneous success,14,"6420 Deanna Rapid Suite 186
North Edwardville, OR 09574",Edwardshire,Ecuador,False
1162,34,Matthew,Hernandez,2046236863,youngdarren@hotmail.com,"2204 Wright Drive
East Marystad, NV 44289",Courtneybury,French Polynesia,True,173.115.86.192,North Lauraview,Latvia,True,1562771851,1603,2019-10-22 18:23:22,Balanced discrete conglomeration,13,"327 Smith Mountains
Debbiemouth, MD 67548",North Kevin,Kiribati,True
1163,67,April,Elliott,1387416976,nicholascastillo@yahoo.com,"USS Allen
FPO AE 46511",Fryberg,Greece,True,216.116.224.43,Matthewshire,Djibouti,False,1713788163,654,2019-06-10 03:20:39,Polarized responsive emulation,21,"29282 Tracy Bridge
Lake Reneeshire, OH 98208",Angelachester,Lithuania,False
1164,315,Brian,Brown,1347677286,christopher55@hotmail.com,"2882 Virginia Forge Apt. 637
East Annebury, FL 28118",Arthurmouth,Equatorial Guinea,True,207.27.212.104,Michaelbury,Bahrain,True,1177814812,1091,2021-07-20 22:59:50,Reactive dedicated hardware,47,"9546 Laurie Island Suite 588
Martinezborough, MN 88564",Masonfurt,Paraguay,True
1165,20,Nichole,Case,1370331371,thomasjoe@jenkins-long.net,"045 Ann Place Apt. 112
North Kristenport, MD 77138",Lanceland,Turks And Caicos Islands,True,205.131.178.12,Phillipstown,Algeria,False,1304629858,498,2022-04-09 15:57:22,Compatible client-server knowledge user,46,"669 Santana Oval
New Kathleenville, MN 65336",Wheelerburgh,Belize,False
1166,254,Shelby,Torres,1603551672,john23@walker.org,"5497 Wilson Road Suite 043
Martinezfort, SD 72392",Howardport,Libyan Arab Jamahiriya,False,72.72.27.192,Keithfurt,Iceland,False,1267651581,675,2019-05-31 12:40:39,Multi-layered dedicated functionalities,25,"Unit 1379 Box 8273
DPO AA 77511",Cruzbury,Andorra,True
